Otu,phylum,subphylum,class,order,family,genus,species,trophic.mode,guild
Otu8906,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Trematosphaeriaceae,Trematosphaeria,Pleosporales_sp|SH232017.06FU,Saprotroph,Undefined Saprotroph
Otu8916,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,unclassified,Hobus,Ascomycota_sp|SH213439.06FU,NA,NA
Otu8957,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Lophiostomataceae,Massariosphaeria,Pulchromyces_fimicola|SH227367.06FU,Saprotroph,Undefined Saprotroph
Otu8975,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Melanommataceae,Herpotrichia,Dothideomycetes_sp|SH223834.06FU,Saprotroph,Undefined Saprotroph
Otu9025,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Phaeosphaeriaceae_sp|SH213437.06FU,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
Otu904,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Chaetothyriales_sp|SH228270.06FU,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
Otu9045,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Melanommataceae,Herpotrichia,Pleosporales_sp|SH232712.06FU,Saprotroph,Undefined Saprotroph
Otu9058,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,unclassified,Pseudochaetosphaeronema,Ascomycota_sp|SH238464.06FU,NA,NA
Otu9096,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Trematosphaeriaceae,Falciformispora,Leptosphaeriaceae_sp|SH240085.06FU,Pathotroph,Plant Pathogen
Otu9098,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Trematosphaeriaceae,Trematosphaeria,Stagonospora_sp_AX113|SH196613.06FU,Saprotroph,Undefined Saprotroph
Otu9161,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Trematosphaeriaceae,Trematosphaeria,Phoma_sp|SH207007.06FU,Saprotroph,Undefined Saprotroph
Otu9167,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Candida_kanchanaburiensis|SH213735.06FU,Pathotroph,Plant Pathogen
Otu9199,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Albertiniella_polyporicola|SH235766.06FU,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph
Otu9255,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Trematosphaeriaceae,Trematosphaeria,Trichocomaceae_sp|SH190494.06FU,Saprotroph,Undefined Saprotroph
Otu9266,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Paraleptosphaeria,Pulchromyces_fimicola|SH227367.06FU,NA,NA
Otu9305,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Ampelomyces,Sordariomycetes_sp|SH237144.06FU,Symbiotroph,Endophyte
Otu9343,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Arthopyreniaceae,Arthopyrenia,Schizosaccharomyces_cryophilus|SH239688.06FU,Symbiotroph,Lichenized
Otu9353,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Pyrenochaeta,Knufia_perforans|SH209750.06FU,Saprotroph,Litter Saprotroph-Soil Saprotroph
Otu983,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Arthopyreniaceae,Arthopyrenia,Pleosporales_sp|SH205839.06FU,Symbiotroph,Lichenized
Otu3390,Ascomycota,Pezizomycotina,Lecanoromycetes,Rhizocarpales,Rhizocarpaceae,Rhizocarpon,Eurotiales_sp|SH213221.06FU,Symbiotroph,Lichenized
Otu3471,Ascomycota,Pezizomycotina,Lecanoromycetes,Rhizocarpales,Rhizocarpaceae,Rhizocarpon,Xerochrysium_xerophilum|SH225993.06FU,Symbiotroph,Lichenized
Otu6477,Ascomycota,Pezizomycotina,Lecanoromycetes,Rhizocarpales,Rhizocarpaceae,Rhizocarpon,Eurotiales_sp|SH213221.06FU,Symbiotroph,Lichenized
Otu8105,Ascomycota,Pezizomycotina,Lecanoromycetes,Rhizocarpales,Rhizocarpaceae,Rhizocarpon,Knufia_perforans|SH209750.06FU,Symbiotroph,Lichenized
Otu8510,Ascomycota,Pezizomycotina,Lecanoromycetes,Rhizocarpales,Rhizocarpaceae,Rhizocarpon,Rhizocarpon_geographicum|SH230920.06FU,Symbiotroph,Lichenized
Otu9176,Ascomycota,Pezizomycotina,Lecanoromycetes,Rhizocarpales,Rhizocarpaceae,Rhizocarpon,Onygenales_sp|SH210279.06FU,Symbiotroph,Lichenized
Otu1223,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Orbiliaceae_sp|SH233929.06FU,Pathotroph,Plant Pathogen
Otu1422,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Phacidium,Chaetothyriales_sp|SH228270.06FU,Pathotroph,Plant Pathogen
Otu1556,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Cudoniaceae,Spathularia,Naumovozyma_sp_QMW_2012|SH236489.06FU,NA,NA
Otu1567,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Phacidium,Ophiocordyceps_formicarum|SH230805.06FU,Pathotroph,Plant Pathogen
Otu1574,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Pulchromyces_fimicola|SH227367.06FU,Pathotroph,Plant Pathogen
Otu1617,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Chaetothyriales_sp|SH221998.06FU,Pathotroph,Plant Pathogen
Otu1622,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Knufia_perforans|SH209750.06FU,Pathotroph,Plant Pathogen
Otu165,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Knufia_perforans|SH209750.06FU,Pathotroph,Plant Pathogen
Otu1663,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Pulchromyces_fimicola|SH227367.06FU,Pathotroph,Plant Pathogen
Otu1836,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Chaetothyriales_sp|SH226830.06FU,Pathotroph,Plant Pathogen
Otu2031,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Helotiales_sp|SH204736.06FU,Pathotroph,Plant Pathogen
Otu2260,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Stictidaceae_sp|SH221679.06FU,Pathotroph,Plant Pathogen
Otu2285,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Chaetothyriales_sp|SH226830.06FU,Pathotroph,Plant Pathogen
Otu2418,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Cyclaneusma,Teloschistaceae_sp|SH224350.06FU,Pathotroph,Plant Pathogen
Otu2480,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Phacidium,Conlarium_duplumascospora|SH225495.06FU,Pathotroph,Plant Pathogen
Otu2680,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Knufia_perforans|SH209750.06FU,Pathotroph,Plant Pathogen
Otu2788,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Rhizoscyphus_ericae|SH234184.06FU,Pathotroph,Plant Pathogen
Otu3,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Cudoniaceae,Spathularia,Peziza_ammophila|SH216310.06FU,NA,NA
Otu3754,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Eurotiales_sp|SH213221.06FU,Pathotroph,Plant Pathogen
Otu3825,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Cyclaneusma,Chalara_sp|SH209345.06FU,Pathotroph,Plant Pathogen
Otu4180,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Chaetothyriales_sp|SH228270.06FU,Pathotroph,Plant Pathogen
Otu4278,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Knufia_perforans|SH209750.06FU,Pathotroph,Plant Pathogen
Otu432,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Chaetothyriales_sp|SH222000.06FU,Pathotroph,Plant Pathogen
Otu4326,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Cyclaneusma,Helotiales_sp|SH209317.06FU,Pathotroph,Plant Pathogen
Otu4431,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Onygenales_sp|SH239736.06FU,Pathotroph,Plant Pathogen
Otu4671,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Pulchromyces_fimicola|SH227367.06FU,Pathotroph,Plant Pathogen
Otu4737,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Pulchromyces_fimicola|SH227367.06FU,Pathotroph,Plant Pathogen
Otu4785,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Phacidium,Conlarium_duplumascospora|SH225495.06FU,Pathotroph,Plant Pathogen
Otu5015,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Phacidium,Eurotiomycetes_sp|SH210281.06FU,Pathotroph,Plant Pathogen
Otu5180,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Pulchromyces_fimicola|SH227367.06FU,Pathotroph,Plant Pathogen
Otu5725,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Cudoniaceae,Spathularia,Massaria_aucupariae|SH240306.06FU,NA,NA
Otu5750,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Chaetothyriales_sp|SH213354.06FU,Pathotroph,Plant Pathogen
Otu617,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Sympoventuria_capensis|SH232275.06FU,Pathotroph,Plant Pathogen
Otu618,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Ophiocordyceps_rubiginosiperitheciata|SH227646.06FU,Pathotroph,Plant Pathogen
Otu6315,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Helotiales_sp|SH234185.06FU,Pathotroph,Plant Pathogen
Otu691,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Glarea_sp|SH203834.06FU,Pathotroph,Plant Pathogen
Otu695,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Aureobasidium_pullulans|SH206629.06FU,Pathotroph,Plant Pathogen
Otu7017,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Cudoniaceae,Spathularia,Schizosaccharomyces_cryophilus|SH239688.06FU,NA,NA
Otu7217,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Knufia_perforans|SH209750.06FU,Pathotroph,Plant Pathogen
Otu7255,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Meliniomyces_sp|SH207194.06FU,Pathotroph,Plant Pathogen
Otu7257,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Cudoniaceae,Spathularia,Blastobotrys_nivea|SH196641.06FU,NA,NA
Otu7307,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Phacidium,Retroconis_fusiformis|SH234970.06FU,Pathotroph,Plant Pathogen
Otu7705,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Knufia_perforans|SH209750.06FU,Pathotroph,Plant Pathogen
Otu779,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Cudoniaceae,Spathularia,Schizosaccharomyces_cryophilus|SH239688.06FU,NA,NA
Otu7911,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Chaetothyriales_sp|SH228270.06FU,Pathotroph,Plant Pathogen
Otu8073,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Cudoniaceae,Spathularia,Knufia_perforans|SH209750.06FU,NA,NA
Otu8079,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Knufia_perforans|SH209750.06FU,Pathotroph,Plant Pathogen
Otu8175,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Orbiliaceae_sp|SH233929.06FU,Pathotroph,Plant Pathogen
Otu8177,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,unclassified,Darkera,Helicosporium_sp|SH232278.06FU,Pathotroph,Plant Pathogen
Otu8497,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,unclassified,Darkera,Knufia_perforans|SH209750.06FU,Pathotroph,Plant Pathogen
Otu8547,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Phacidium,Eurotiomycetes_sp|SH210281.06FU,Pathotroph,Plant Pathogen
Otu8852,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Ochroconis_calidifluminalis|SH241393.06FU,Saprotroph,Undefined Saprotroph
Otu9133,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,Pulchromyces_fimicola|SH227367.06FU,Pathotroph,Plant Pathogen
Otu9172,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Phacidium,Cryptosporiopsis_sp|SH209343.06FU,Pathotroph,Plant Pathogen
Otu9251,Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Cudoniaceae,Spathularia,Pezizaceae_sp|SH210832.06FU,NA,NA
Otu106,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Pulchromyces_fimicola|SH227367.06FU,Pathotroph,Plant Pathogen
Otu1200,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Schizosaccharomyces_cryophilus|SH239688.06FU,Pathotroph,Plant Pathogen
Otu1251,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Orbiliomycetes_sp|SH207541.06FU,Saprotroph,Undefined Saprotroph
Otu2086,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,unclassified,Candida,Knufia_perforans|SH209750.06FU,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph
Otu2183,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Knufia_perforans|SH209750.06FU,Pathotroph,Plant Pathogen
Otu2757,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,unclassified,Candida,Candida_tropicalis|SH195489.06FU,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Undefined Saprotroph
Otu310,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Orbiliomycetes_sp|SH207541.06FU,Saprotroph,Undefined Saprotroph
Otu3457,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Knufia_perforans|SH209750.06FU,Pathotroph,Plant Pathogen
Otu3760,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,unclassified,Candida,Candida_orthopsilosis|SH223483.06FU,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Undefined Saprotroph
Otu4054,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,unclassified,Candida,Knufia_perforans|SH209750.06FU,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph
Otu4132,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Ophiocordyceps_formicarum|SH230805.06FU,Saprotroph,Undefined Saprotroph
Otu4142,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Ascomycota_sp|SH237294.06FU,Pathotroph,Plant Pathogen
Otu4153,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Naumovozyma_sp_QMW_2012|SH236489.06FU,Pathotroph,Plant Pathogen
Otu4159,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Candida_smithsonii|SH216776.06FU,Pathotroph,Animal Pathogen
Otu4459,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Cladoriella_eucalypti|SH233933.06FU,Saprotroph,Undefined Saprotroph
Otu4602,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Reddellomyces_westraliensis|SH228056.06FU,Pathotroph,Plant Pathogen
Otu4668,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,unclassified,Candida,Pulchromyces_fimicola|SH227367.06FU,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph
Otu4768,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Pulchromyces_fimicola|SH227367.06FU,Pathotroph,Plant Pathogen
Otu522,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,unclassified,Candida,Massaria_aucupariae|SH240306.06FU,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph
Otu5501,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Knufia_perforans|SH209750.06FU,Pathotroph,Plant Pathogen
Otu6131,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Pulchromyces_fimicola|SH227367.06FU,Saprotroph,Undefined Saprotroph
Otu6546,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Psoroma_fruticulosum|SH211962.06FU,Pathotroph,Plant Pathogen
Otu6917,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,unclassified,Candida,Trichophaea_sp|SH217113.06FU,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph
Otu7079,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Archaeorhizomycetes_sp|SH198729.06FU,Pathotroph,Plant Pathogen
Otu7111,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Knufia_perforans|SH209750.06FU,Pathotroph,Plant Pathogen
Otu7188,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,unclassified,Candida,Knufia_perforans|SH209750.06FU,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph
Otu7243,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,unclassified,Candida,Pulchromyces_fimicola|SH227367.06FU,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph
Otu7822,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Pulchromyces_fimicola|SH227367.06FU,Pathotroph,Plant Pathogen
Otu7928,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Orbiliomycetes_sp|SH207541.06FU,Saprotroph,Undefined Saprotroph
Otu8663,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Venturiaceae_sp|SH232828.06FU,Pathotroph,Plant Pathogen
Otu8779,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Pulchromyces_fimicola|SH227367.06FU,Pathotroph,Plant Pathogen
Otu9012,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,unclassified,Candida,Archaeorhizomycetes_sp|SH198729.06FU,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph
Otu9080,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,unclassified,Candida,Schizosaccharomyces_cryophilus|SH239688.06FU,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph
Otu9113,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,unclassified,Candida,Saccharomycetales_sp|SH196646.06FU,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Undefined Saprotroph
Otu9155,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Pulchromyces_fimicola|SH227367.06FU,Pathotroph,Plant Pathogen
Otu9201,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,unclassified,Candida,Naumovozyma_sp_QMW_2012|SH236489.06FU,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph
Otu1113,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Chaetomium_incomptum|SH234939.06FU,Saprotroph,Dung Saprotroph-Undefined Saprotroph
Otu116,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Ascomycota_sp|SH234921.06FU,Saprotroph,Dung Saprotroph-Undefined Saprotroph
Otu118,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Sordariaceae_sp|SH213056.06FU,Saprotroph,Dung Saprotroph-Undefined Saprotroph
Otu1201,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Lasiosphaeriaceae_sp|SH223698.06FU,Saprotroph,Dung Saprotroph-Undefined Saprotroph
Otu1206,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Conlarium_duplumascospora|SH225495.06FU,Saprotroph,Dung Saprotroph-Undefined Saprotroph
Otu1289,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Sordariales_sp|SH234961.06FU,Saprotroph,Dung Saprotroph-Wood Saprotroph
Otu1309,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Chaetomiaceae_sp|SH234944.06FU,Saprotroph,Dung Saprotroph-Undefined Saprotroph
Otu1317,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Chaetomium_sp_ASR_125|SH240693.06FU,Saprotroph,Dung Saprotroph-Undefined Saprotroph
Otu1342,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Retroconis_fusiformis|SH234970.06FU,Saprotroph,Dung Saprotroph-Undefined Saprotroph
Otu135,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Ascomycota_sp|SH222046.06FU,Saprotroph,Dung Saprotroph-Undefined Saprotroph
Otu1378,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Lasiosphaeriaceae_sp|SH223698.06FU,Saprotroph,Dung Saprotroph-Undefined Saprotroph
Otu1415,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Sordariales_sp|SH220626.06FU,Saprotroph,Dung Saprotroph-Wood Saprotroph
Otu1426,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Cladorrhinum_sp|SH223697.06FU,Saprotroph,Dung Saprotroph-Undefined Saprotroph
Otu1602,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Collariella,Sordariales_sp|SH195272.06FU,NA,NA
Otu176,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Sordariales_sp|SH195274.06FU,Saprotroph,Dung Saprotroph-Wood Saprotroph
Otu1828,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Metarhizium_pinghaense|SH201724.06FU,Saprotroph,Dung Saprotroph-Wood Saprotroph
Otu1877,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Humicola_nigrescens|SH234919.06FU,Saprotroph,Dung Saprotroph-Undefined Saprotroph
Otu1898,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Retroconis_fusiformis|SH234970.06FU,Saprotroph,Dung Saprotroph-Wood Saprotroph
Otu1920,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Sordariales_sp|SH234971.06FU,Saprotroph,Dung Saprotroph-Undefined Saprotroph
Otu2002,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Retroconis_fusiformis|SH234970.06FU,Saprotroph,Dung Saprotroph-Undefined Saprotroph
Otu2023,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Sordariales_sp|SH234971.06FU,Saprotroph,Dung Saprotroph-Undefined Saprotroph
Otu2038,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Ascomycota_sp|SH196927.06FU,Saprotroph,Dung Saprotroph-Wood Saprotroph
Otu2060,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Ascomycota_sp|SH234938.06FU,Saprotroph,Dung Saprotroph-Undefined Saprotroph
